tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,genres,averageRating,numVotes,sortedTitle,imdb_url
tt6116060,tvSeries,The Bold Type,The Bold Type,0,2017,\N,Comedy Drama,8.0,13554,The Bold Type (2017– ),https://www.imdb.com/title/tt6116060/
tt0145681,movie,The Bone Collector,The Bone Collector,0,1999,\N,Crime Drama Mystery,6.7,157234,The Bone Collector (1999),https://www.imdb.com/title/tt0145681/
tt1181927,movie,The Bone Man,Der Knochenmann,0,2009,\N,Comedy Crime Thriller,7.5,4484,The Bone Man (2009),https://www.imdb.com/title/tt1181927/
tt9050352,tvMiniSeries,The Bonfire of Destiny,Le Bazar de la Charité,0,2019,2019,Drama History,7.7,3481,The Bonfire of Destiny (2019),https://www.imdb.com/title/tt9050352/
tt0816442,movie,The Book Thief,The Book Thief,0,2013,\N,Drama War,7.5,128846,The Book Thief (2013),https://www.imdb.com/title/tt0816442/
tt1037705,movie,The Book of Eli,The Book of Eli,0,2010,\N,Action Adventure Drama,6.9,297565,The Book of Eli (2010),https://www.imdb.com/title/tt1037705/
tt4572792,movie,The Book of Henry,The Book of Henry,0,2017,\N,Crime Drama Thriller,6.6,24641,The Book of Henry (2017),https://www.imdb.com/title/tt4572792/
tt2262227,movie,The Book of Life,The Book of Life,0,2014,\N,Adventure Animation Comedy,7.3,65814,The Book of Life (2014),https://www.imdb.com/title/tt2262227/
tt3127022,movie,The Bookshop,The Bookshop,0,2017,\N,Drama,6.5,13497,The Bookshop (2017),https://www.imdb.com/title/tt3127022/
tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,\N,Action Crime Thriller,7.8,229177,The Boondock Saints (1999),https://www.imdb.com/title/tt0144117/
tt0373732,tvSeries,The Boondocks,The Boondocks,0,2005,2014,Action Animation Comedy,8.4,27224,The Boondocks (2005–2014),https://www.imdb.com/title/tt0373732/
tt1554369,tvSeries,The Booth at the End,The Booth at the End,0,2011,2012,Drama Mystery,8.3,4438,The Booth at the End (2011–2012),https://www.imdb.com/title/tt1554369/
tt0083678,movie,The Border,The Border,0,1982,\N,Crime Drama,6.4,6060,The Border (1982),https://www.imdb.com/title/tt0083678/
tt0466561,movie,The Border Post,Karaula,0,2006,\N,Comedy Drama,7.6,5857,The Border Post (2006),https://www.imdb.com/title/tt0466561/
tt1582457,tvSeries,The Borgias,The Borgias,0,2011,2013,Crime Drama History,7.9,48690,The Borgias (2011–2013),https://www.imdb.com/title/tt1582457/
tt7741824,tvSeries,The Boss Baby: Back in Business,The Boss Baby: Back in Business,0,2018,2021,Adventure Animation Comedy,6.5,2614,The Boss Baby: Back in Business (2018–2021),https://www.imdb.com/title/tt7741824/
tt0469754,movie,The Boss of It All,Direktøren for det hele,0,2006,\N,Comedy,6.7,11175,The Boss of It All (2006),https://www.imdb.com/title/tt0469754/
tt0062755,movie,The Boston Strangler,The Boston Strangler,0,1968,\N,Crime Drama Mystery,7.1,8576,The Boston Strangler (1968),https://www.imdb.com/title/tt0062755/
tt0808185,movie,The Bothersome Man,Den brysomme mannen,0,2006,\N,Comedy Drama Fantasy,7.3,16637,The Bothersome Man (2006),https://www.imdb.com/title/tt0808185/
tt0086993,movie,The Bounty,The Bounty,0,1984,\N,Adventure Drama History,7.0,25195,The Bounty (1984),https://www.imdb.com/title/tt0086993/
tt0094791,tvMiniSeries,The Bourne Identity,The Bourne Identity,0,1988,1988,Action Adventure Drama,6.9,4133,The Bourne Identity (1988),https://www.imdb.com/title/tt0094791/
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,Action Mystery Thriller,7.9,514933,The Bourne Identity (2002),https://www.imdb.com/title/tt0258463/
tt1194173,movie,The Bourne Legacy,The Bourne Legacy,0,2012,\N,Action Adventure Thriller,6.6,287947,The Bourne Legacy (2012),https://www.imdb.com/title/tt1194173/
tt0372183,movie,The Bourne Supremacy,The Bourne Supremacy,0,2004,\N,Action Mystery Thriller,7.7,439554,The Bourne Supremacy (2004),https://www.imdb.com/title/tt0372183/
tt0440963,movie,The Bourne Ultimatum,The Bourne Ultimatum,0,2007,\N,Action Mystery Thriller,8.0,609195,The Bourne Ultimatum (2007),https://www.imdb.com/title/tt0440963/
tt0456470,movie,The Bow,Hwal,0,2005,\N,Drama Romance,7.1,10870,The Bow (2005),https://www.imdb.com/title/tt0456470/
tt14280066,movie,The Box,The Box,0,2021,\N,Drama Music Musical,9.7,2630,The Box (2021),https://www.imdb.com/title/tt14280066/
tt0118760,movie,The Boxer,The Boxer,0,1997,\N,Drama Romance Sport,7.0,19521,The Boxer (1997),https://www.imdb.com/title/tt0118760/
tt0787474,movie,The Boxtrolls,The Boxtrolls,0,2014,\N,Adventure Animation Comedy,6.8,54960,The Boxtrolls (2014),https://www.imdb.com/title/tt0787474/
tt0066858,movie,The Boy Friend,The Boy Friend,0,1971,\N,Comedy Musical Romance,6.9,2956,The Boy Friend (1971),https://www.imdb.com/title/tt0066858/
tt0090768,movie,The Boy Who Could Fly,The Boy Who Could Fly,0,1986,\N,Drama Fantasy Romance,6.5,5525,The Boy Who Could Fly (1986),https://www.imdb.com/title/tt0090768/
tt7533152,movie,The Boy Who Harnessed the Wind,The Boy Who Harnessed the Wind,0,2019,\N,Biography Drama History,7.6,31376,The Boy Who Harnessed the Wind (2019),https://www.imdb.com/title/tt7533152/
tt4272866,movie,The Boy and the Beast,Bakemono no ko,0,2015,\N,Action Adventure Animation,7.7,21097,The Boy and the Beast (2015),https://www.imdb.com/title/tt4272866/
tt3183630,movie,The Boy and the World,O Menino e o Mundo,0,2013,\N,Adventure Animation Family,7.6,6488,The Boy and the World (2013),https://www.imdb.com/title/tt3183630/
tt0914798,movie,The Boy in the Striped Pajamas,The Boy in the Striped Pyjamas,0,2008,\N,Drama History War,7.8,194366,The Boy in the Striped Pajamas (2008),https://www.imdb.com/title/tt0914798/
tt1190634,tvSeries,The Boys,The Boys,0,2019,\N,Action Comedy Crime,8.7,269383,The Boys (2019– ),https://www.imdb.com/title/tt1190634/
tt0926380,movie,The Boys Are Back,The Boys Are Back,0,2009,\N,Drama,6.8,9944,The Boys Are Back (2009),https://www.imdb.com/title/tt0926380/
tt0090770,movie,The Boys Next Door,The Boys Next Door,0,1985,\N,Crime Drama Thriller,6.4,2675,The Boys Next Door (1985),https://www.imdb.com/title/tt0090770/
tt0077269,movie,The Boys from Brazil,The Boys from Brazil,0,1978,\N,Drama Mystery Sci-Fi,7.0,26104,The Boys from Brazil (1978),https://www.imdb.com/title/tt0077269/
tt0077270,movie,The Boys in Company C,The Boys in Company C,0,1978,\N,Drama War,7.0,3016,The Boys in Company C (1978),https://www.imdb.com/title/tt0077270/
tt10199914,movie,The Boys in the Band,The Boys in the Band,0,2020,\N,Drama,6.8,12457,The Boys in the Band (2020),https://www.imdb.com/title/tt10199914/
tt0065488,movie,The Boys in the Band,The Boys in the Band,0,1970,\N,Drama,7.6,4478,The Boys in the Band (1970),https://www.imdb.com/title/tt0065488/
tt0062164,movie,The Boys of Paul Street,A Pál utcai fiúk,0,1968,\N,Drama,7.9,2599,The Boys of Paul Street (1968),https://www.imdb.com/title/tt0062164/
tt0063878,tvSeries,The Brady Bunch,The Brady Bunch,0,1969,1974,Comedy Family,6.7,12669,The Brady Bunch (1969–1974),https://www.imdb.com/title/tt0063878/
tt0064146,movie,The Brain,Le cerveau,0,1969,\N,Adventure Comedy Crime,6.9,3560,The Brain (1969),https://www.imdb.com/title/tt0064146/
tt0297512,tvSeries,The Brak Show,The Brak Show,0,2000,2007,Animation Comedy Sci-Fi,7.1,3599,The Brak Show (2000–2007),https://www.imdb.com/title/tt0297512/
tt3792960,movie,The Brand New Testament,Le tout nouveau testament,0,2015,\N,Comedy Fantasy,7.1,30542,The Brand New Testament (2015),https://www.imdb.com/title/tt3792960/
tt1935902,movie,The Brass Teapot,The Brass Teapot,0,2012,\N,Comedy Fantasy Thriller,6.4,14980,The Brass Teapot (2012),https://www.imdb.com/title/tt1935902/
tt6461736,tvSeries,The Brave,The Brave,0,2017,2018,Action Drama Thriller,7.6,8444,The Brave (2017–2018),https://www.imdb.com/title/tt6461736/
tt0092695,movie,The Brave Little Toaster,The Brave Little Toaster,0,1987,\N,Adventure Animation Family,7.3,23943,The Brave Little Toaster (1987),https://www.imdb.com/title/tt0092695/
tt0476964,movie,The Brave One,The Brave One,0,2007,\N,Action Crime Drama,6.7,58940,The Brave One (2007),https://www.imdb.com/title/tt0476964/
tt7180544,movie,The Brawler,Mukkabaaz,0,2017,\N,Action Drama Sport,8.0,6736,The Brawler (2017),https://www.imdb.com/title/tt7180544/
tt3901826,movie,The Breadwinner,The Breadwinner,0,2017,\N,Animation Drama Family,7.7,21834,The Breadwinner (2017),https://www.imdb.com/title/tt3901826/
tt4792480,tvSeries,The Break,La trêve,0,2016,\N,Crime Drama Thriller,7.6,5674,The Break (2016– ),https://www.imdb.com/title/tt4792480/
tt0088847,movie,The Breakfast Club,The Breakfast Club,0,1985,\N,Comedy Drama,7.8,362860,The Breakfast Club (1985),https://www.imdb.com/title/tt0088847/
tt1171701,movie,The Breath,Nefes: Vatan Sagolsun,0,2009,\N,Action Drama Thriller,8.0,32240,The Breath (2009),https://www.imdb.com/title/tt1171701/
tt2734566,movie,The Bride,La novia,0,2015,\N,Drama Romance,6.7,3033,The Bride (2015),https://www.imdb.com/title/tt2734566/
tt0061955,movie,The Bride Wore Black,La mariée était en noir,0,1968,\N,Crime Drama Mystery,7.3,8733,The Bride Wore Black (1968),https://www.imdb.com/title/tt0061955/
tt0106342,movie,The Bride with White Hair,Bak fat moh lui zyun,0,1993,\N,Action Fantasy Romance,6.9,3340,The Bride with White Hair (1993),https://www.imdb.com/title/tt0106342/
tt0053677,movie,The Brides of Dracula,The Brides of Dracula,0,1960,\N,Horror,6.7,6957,The Brides of Dracula (1960),https://www.imdb.com/title/tt0053677/
tt0405866,movie,The Bridesmaid,La demoiselle d'honneur,0,2004,\N,Drama Romance Thriller,6.7,2617,The Bridesmaid (2004),https://www.imdb.com/title/tt0405866/
tt2406376,tvSeries,The Bridge,The Bridge,0,2013,2014,Crime Drama Mystery,7.6,17935,The Bridge (2013–2014),https://www.imdb.com/title/tt2406376/
tt0799954,movie,The Bridge,The Bridge,0,2006,\N,Documentary Drama,7.2,11142,The Bridge (2006),https://www.imdb.com/title/tt0799954/
tt0064110,movie,The Bridge at Remagen,The Bridge at Remagen,0,1969,\N,Action Drama War,6.7,8812,The Bridge at Remagen (1969),https://www.imdb.com/title/tt0064110/
tt0112579,movie,The Bridges of Madison County,The Bridges of Madison County,0,1995,\N,Drama Romance,7.6,74622,The Bridges of Madison County (1995),https://www.imdb.com/title/tt0112579/
tt3216586,tvSeries,The Brink,The Brink,0,2015,2015,Comedy,7.8,13387,The Brink (2015),https://www.imdb.com/title/tt3216586/
tt0077275,movie,The Brink's Job,The Brink's Job,0,1978,\N,Comedy Crime Drama,6.5,2760,The Brink's Job (1978),https://www.imdb.com/title/tt0077275/
tt0101054,tvSeries,The Brittas Empire,The Brittas Empire,0,1991,1997,Comedy,7.1,2873,The Brittas Empire (1991–1997),https://www.imdb.com/title/tt0101054/
tt2024519,movie,The Broken Circle Breakdown,The Broken Circle Breakdown,0,2012,\N,Drama Music Romance,7.7,39831,The Broken Circle Breakdown (2012),https://www.imdb.com/title/tt2024519/
tt0222850,movie,The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,0,2000,\N,Comedy Drama Romance,7.0,7198,The Broken Hearts Club: A Romantic Comedy (2000),https://www.imdb.com/title/tt0222850/
tt0201368,movie,The Broken Landlord,Zügürt Aga,0,1986,\N,Comedy Drama,8.7,14189,The Broken Landlord (1986),https://www.imdb.com/title/tt0201368/
tt3640276,tvSeries,The Brokenwood Mysteries,The Brokenwood Mysteries,0,2014,\N,Crime Drama Mystery,7.9,2834,The Brokenwood Mysteries (2014– ),https://www.imdb.com/title/tt3640276/
tt0078908,movie,The Brood,The Brood,0,1979,\N,Horror Sci-Fi,6.8,26665,The Brood (1979),https://www.imdb.com/title/tt0078908/
tt0087004,movie,The Brother from Another Planet,The Brother from Another Planet,0,1984,\N,Comedy Sci-Fi,6.8,5581,The Brother from Another Planet (1984),https://www.imdb.com/title/tt0087004/
tt0250274,movie,The Brothers,The Brothers,0,2001,\N,Comedy Drama,6.4,4351,The Brothers (2001),https://www.imdb.com/title/tt0250274/
tt0844286,movie,The Brothers Bloom,The Brothers Bloom,0,2008,\N,Action Adventure Comedy,6.8,49288,The Brothers Bloom (2008),https://www.imdb.com/title/tt0844286/
tt0075790,movie,The Brothers Lionheart,Bröderna Lejonhjärta,0,1977,\N,Drama Family Fantasy,7.2,6198,The Brothers Lionheart (1977),https://www.imdb.com/title/tt0075790/
tt0112585,movie,The Brothers McMullen,The Brothers McMullen,0,1995,\N,Comedy Drama Romance,6.6,7498,The Brothers McMullen (1995),https://www.imdb.com/title/tt0112585/
tt0109340,movie,The Browning Version,The Browning Version,0,1994,\N,Drama,7.2,3051,The Browning Version (1994),https://www.imdb.com/title/tt0109340/
tt0476643,movie,The Bubble,Ha-Buah,0,2006,\N,Comedy Drama Romance,7.3,5375,The Bubble (2006),https://www.imdb.com/title/tt0476643/
tt0825232,movie,The Bucket List,The Bucket List,0,2007,\N,Adventure Comedy Drama,7.4,233518,The Bucket List (2007),https://www.imdb.com/title/tt0825232/
tt0077280,movie,The Buddy Holly Story,The Buddy Holly Story,0,1978,\N,Biography Drama Music,7.2,8329,The Buddy Holly Story (1978),https://www.imdb.com/title/tt0077280/
tt0053488,tvSeries,The Bugs Bunny Show,The Bugs Bunny Show,0,1960,1975,Animation Comedy,8.6,31527,The Bugs Bunny Show (1960–1975),https://www.imdb.com/title/tt0053488/
tt0090405,tvSeries,The Bugs Bunny and Tweety Show,The Bugs Bunny and Tweety Show,0,1986,2000,Animation Comedy Family,7.9,2926,The Bugs Bunny and Tweety Show (1986–2000),https://www.imdb.com/title/tt0090405/
tt0088491,tvSeries,The Bugs Bunny/Looney Tunes Comedy Hour,The Bugs Bunny/Looney Tunes Comedy Hour,0,1985,1986,Animation Comedy Family,8.4,15625,The Bugs Bunny/Looney Tunes Comedy Hour (1985–1986),https://www.imdb.com/title/tt0088491/
tt0062550,tvSeries,The Bugs Bunny/Road Runner Hour,The Bugs Bunny/Road Runner Hour,0,1968,1978,Animation Comedy,8.5,9659,The Bugs Bunny/Road Runner Hour (1968–1978),https://www.imdb.com/title/tt0062550/
tt0078915,movie,The Bugs Bunny/Road-Runner Movie,The Bugs Bunny/Road-Runner Movie,0,1979,\N,Animation Comedy Family,7.3,3820,The Bugs Bunny/Road-Runner Movie (1979),https://www.imdb.com/title/tt0078915/
tt4063800,tvSeries,The Bureau,Le Bureau des Légendes,0,2015,\N,Drama,8.7,8779,The Bureau (2015– ),https://www.imdb.com/title/tt4063800/
tt0082118,movie,The Burning,The Burning,0,1981,\N,Horror,6.4,16561,The Burning (1981),https://www.imdb.com/title/tt0082118/
tt0087010,tvMovie,The Burning Bed,The Burning Bed,0,1984,\N,Crime Drama,7.2,2643,The Burning Bed (1984– ),https://www.imdb.com/title/tt0087010/
tt1068641,movie,The Burning Plain,The Burning Plain,0,2008,\N,Crime Drama Romance,6.8,19108,The Burning Plain (2008),https://www.imdb.com/title/tt1068641/
tt0429715,movie,The Business,The Business,0,2005,\N,Crime Drama Thriller,6.7,13693,The Business (2005),https://www.imdb.com/title/tt0429715/
tt0270259,movie,The Business of Strangers,The Business of Strangers,0,2001,\N,Drama Thriller,6.4,3586,The Business of Strangers (2001),https://www.imdb.com/title/tt0270259/
tt0118804,movie,The Butcher Boy,The Butcher Boy,0,1997,\N,Comedy Drama,7.1,9235,The Butcher Boy (1997),https://www.imdb.com/title/tt0118804/
tt0329485,movie,The Butterfly,Le papillon,0,2002,\N,Adventure Comedy Drama,7.2,2884,The Butterfly (2002),https://www.imdb.com/title/tt0329485/
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,Drama Sci-Fi Thriller,7.6,456499,The Butterfly Effect (2004),https://www.imdb.com/title/tt0289879/
tt2608224,movie,The Butterfly's Dream,Kelebegin Rüyasi,0,2013,\N,Biography Drama History,7.7,20692,The Butterfly's Dream (2013),https://www.imdb.com/title/tt2608224/
tt3547740,movie,The Bélier Family,La famille Bélier,0,2014,\N,Comedy Drama Music,7.3,24830,The Bélier Family (2014),https://www.imdb.com/title/tt3547740/
tt0083109,movie,The Cabbage Soup,La soupe aux choux,0,1981,\N,Comedy Sci-Fi,6.5,7750,The Cabbage Soup (1981),https://www.imdb.com/title/tt0083109/
tt1259521,movie,The Cabin in the Woods,The Cabin in the Woods,0,2011,\N,Horror Mystery Thriller,7.0,382170,The Cabin in the Woods (2011),https://www.imdb.com/title/tt1259521/
tt0429727,movie,The Caiman,Il caimano,0,2006,\N,Comedy Drama Romance,6.7,4691,The Caiman (2006),https://www.imdb.com/title/tt0429727/
tt6889032,movie,The Cake General,Tårtgeneralen,0,2018,\N,Comedy Drama,6.8,4047,The Cake General (2018),https://www.imdb.com/title/tt6889032/
tt4830786,movie,The Cakemaker,The Cakemaker,0,2017,\N,Drama Romance,7.3,4191,The Cakemaker (2017),https://www.imdb.com/title/tt4830786/
tt1911644,movie,The Call,The Call,0,2013,\N,Crime Drama Horror,6.7,114425,The Call (2013),https://www.imdb.com/title/tt1911644/
tt10530176,movie,The Call,Kol,0,2020,\N,Crime Horror Mystery,7.1,20407,The Call (2020),https://www.imdb.com/title/tt10530176/
tt0478988,movie,The Call of Cthulhu,The Call of Cthulhu,0,2005,\N,Fantasy Horror Mystery,7.2,7899,The Call of Cthulhu (2005),https://www.imdb.com/title/tt0478988/
tt7504726,movie,The Call of the Wild,The Call of the Wild,0,2020,\N,Adventure Drama Family,6.8,41100,The Call of the Wild (2020),https://www.imdb.com/title/tt7504726/
tt7095482,movie,The Candidate,El reino,0,2018,\N,Drama Mystery Thriller,7.2,7029,The Candidate (2018),https://www.imdb.com/title/tt7095482/
tt0068334,movie,The Candidate,The Candidate,0,1972,\N,Comedy Drama,7.0,10203,The Candidate (1972),https://www.imdb.com/title/tt0068334/
tt0067647,movie,The Canterbury Tales,I racconti di Canterbury,0,1972,\N,Comedy Drama History,6.5,6841,The Canterbury Tales (1972),https://www.imdb.com/title/tt0067647/
tt6763252,movie,The Captain,Der Hauptmann,0,2017,\N,Drama History Thriller,7.4,14489,The Captain (2017),https://www.imdb.com/title/tt6763252/
tt1946421,movie,The Captains,The Captains,0,2011,\N,Biography Documentary Sci-Fi,6.8,2787,The Captains (2011),https://www.imdb.com/title/tt1946421/
tt8201186,tvMiniSeries,The Capture,The Capture,0,2019,\N,Crime Mystery Thriller,7.8,10715,The Capture (2019– ),https://www.imdb.com/title/tt8201186/
tt4307902,tvSeries,The Carmichael Show,The Carmichael Show,0,2015,2017,Comedy,7.7,2703,The Carmichael Show (2015–2017),https://www.imdb.com/title/tt4307902/
tt0061240,tvSeries,The Carol Burnett Show,The Carol Burnett Show,0,1967,1978,Comedy Family,8.8,5117,The Carol Burnett Show (1967–1978),https://www.imdb.com/title/tt0061240/
tt2056366,tvSeries,The Carrie Diaries,The Carrie Diaries,0,2013,2014,Comedy Romance,7.0,26151,The Carrie Diaries (2013–2014),https://www.imdb.com/title/tt2056366/
tt0066924,movie,The Case of the Scorpion's Tail,La coda dello scorpione,0,1971,\N,Mystery Thriller,6.7,2673,The Case of the Scorpion's Tail (1971),https://www.imdb.com/title/tt0066924/
tt0098765,tvSeries,The Case-Book of Sherlock Holmes,The Case-Book of Sherlock Holmes,0,1991,1993,Crime Drama Mystery,8.7,5067,The Case-Book of Sherlock Holmes (1991–1993),https://www.imdb.com/title/tt0098765/
tt0118826,movie,The Castle,The Castle,0,1997,\N,Comedy Drama,7.7,15267,The Castle (1997),https://www.imdb.com/title/tt0118826/
tt0120075,tvMovie,The Castle,Das Schloß,0,1997,\N,Drama Mystery,6.6,3100,The Castle (1997– ),https://www.imdb.com/title/tt0120075/
tt2554946,tvMiniSeries,The Casual Vacancy,The Casual Vacancy,0,2015,2015,Drama,6.6,2933,The Casual Vacancy (2015),https://www.imdb.com/title/tt2554946/
tt0347618,movie,The Cat Returns,Neko no ongaeshi,0,2002,\N,Adventure Animation Comedy,7.2,50634,The Cat Returns (2002),https://www.imdb.com/title/tt0347618/
tt0065761,movie,The Cat o' Nine Tails,Il gatto a nove code,0,1971,\N,Horror Mystery Thriller,6.7,10342,The Cat o' Nine Tails (1971),https://www.imdb.com/title/tt0065761/
tt0266391,movie,The Cat's Meow,The Cat's Meow,0,2001,\N,Drama Romance,6.4,7911,The Cat's Meow (2001),https://www.imdb.com/title/tt0266391/
tt4396862,tvSeries,The Catch,The Catch,0,2016,2017,Crime Drama Romance,7.2,10518,The Catch (2016–2017),https://www.imdb.com/title/tt4396862/
tt0441051,tvSeries,The Catherine Tate Show,The Catherine Tate Show,0,2004,2009,Comedy,7.3,3507,The Catherine Tate Show (2004–2009),https://www.imdb.com/title/tt0441051/
tt0432325,movie,The Cave of the Yellow Dog,Die Höhle des gelben Hundes,0,2005,\N,Drama Family,7.6,3078,The Cave of the Yellow Dog (2005),https://www.imdb.com/title/tt0432325/
tt0154420,movie,The Celebration,Festen,0,1998,\N,Drama,8.1,79948,The Celebration (1998),https://www.imdb.com/title/tt0154420/
tt0112651,movie,The Celluloid Closet,The Celluloid Closet,0,1995,\N,Documentary History,7.8,6190,The Celluloid Closet (1995),https://www.imdb.com/title/tt0112651/
tt0106535,movie,The Cement Garden,The Cement Garden,0,1993,\N,Drama,7.1,4493,The Cement Garden (1993),https://www.imdb.com/title/tt0106535/
tt2380247,movie,The Central Park Five,The Central Park Five,0,2012,\N,Crime Documentary History,7.7,7071,The Central Park Five (2012),https://www.imdb.com/title/tt2380247/
tt0432232,tvMiniSeries,The Century of the Self,The Century of the Self,0,2002,2002,Documentary,8.9,5310,The Century of the Self (2002),https://www.imdb.com/title/tt0432232/
tt8168678,tvSeries,The Chalet,Le chalet,0,2017,2018,Drama Mystery Thriller,7.0,6093,The Chalet (2017–2018),https://www.imdb.com/title/tt8168678/
tt0176095,tvSeries,The Challenge,Real World/Road Rules Challenge,0,1998,\N,Adventure Game-Show Reality-TV,7.6,2607,The Challenge (1998– ),https://www.imdb.com/title/tt0176095/
tt2421662,tvMovie,The Challenger Disaster,The Challenger,0,2013,\N,Drama History,7.3,4036,The Challenger Disaster (2013– ),https://www.imdb.com/title/tt2421662/
tt0078950,movie,The Champ,The Champ,0,1979,\N,Drama Sport,6.9,7973,The Champ (1979),https://www.imdb.com/title/tt0078950/
tt0080516,movie,The Changeling,The Changeling,0,1980,\N,Horror Mystery,7.2,30897,The Changeling (1980),https://www.imdb.com/title/tt0080516/
tt0252487,movie,The Chaos Class,Hababam Sinifi,0,1975,\N,Comedy Drama,9.3,38114,The Chaos Class (1975),https://www.imdb.com/title/tt0252487/
tt0252488,movie,The Chaos Class Failed the Class,Hababam Sinifi Sinifta Kaldi,0,1976,\N,Comedy,8.9,22179,The Chaos Class Failed the Class (1976),https://www.imdb.com/title/tt0252488/
tt0252490,movie,The Chaos Class Is Waking Up,Hababam Sinifi Uyaniyor,0,1977,\N,Comedy,8.8,18609,The Chaos Class Is Waking Up (1977),https://www.imdb.com/title/tt0252490/
tt0252489,movie,The Chaos Class Is on Vacation,Hababam Sinifi Tatilde,0,1977,\N,Adventure Comedy Drama,8.7,16914,The Chaos Class Is on Vacation (1977),https://www.imdb.com/title/tt0252489/
tt0062790,movie,The Charge of the Light Brigade,The Charge of the Light Brigade,0,1968,\N,Drama History War,6.6,3184,The Charge of the Light Brigade (1968),https://www.imdb.com/title/tt0062790/
tt0060232,movie,The Chase,The Chase,0,1966,\N,Crime Drama Thriller,7.2,10828,The Chase (1966),https://www.imdb.com/title/tt0060232/
tt1190539,movie,The Chaser,Chugyeokja,0,2008,\N,Action Crime Thriller,7.8,59944,The Chaser (2008),https://www.imdb.com/title/tt1190539/
tt0791055,tvSeries,The Chaser's War on Everything,The Chaser's War on Everything,0,2006,2009,Comedy,8.4,2625,The Chaser's War on Everything (2006–2009),https://www.imdb.com/title/tt0791055/
tt0077321,movie,The Cheap Detective,The Cheap Detective,0,1978,\N,Comedy Crime Mystery,6.5,4233,The Cheap Detective (1978),https://www.imdb.com/title/tt0077321/
tt6456546,tvSeries,The Cheat,The Cheat,0,2017,\N,Action Drama Sci-Fi,8.7,5371,The Cheat (2017– ),https://www.imdb.com/title/tt6456546/
tt1911553,movie,The Chef,Comme un chef,0,2012,\N,Comedy Drama,6.6,16488,The Chef (2012),https://www.imdb.com/title/tt1911553/
tt10359446,tvSeries,The Chef Show,The Chef Show,0,2019,\N,Documentary,8.2,4312,The Chef Show (2019– ),https://www.imdb.com/title/tt10359446/
tt0076696,movie,The Chess Players,Shatranj Ke Khilari,0,1977,\N,Comedy Drama History,7.7,3234,The Chess Players (1977),https://www.imdb.com/title/tt0076696/
tt0065542,movie,The Cheyenne Social Club,The Cheyenne Social Club,0,1970,\N,Comedy Romance Western,6.9,4111,The Cheyenne Social Club (1970),https://www.imdb.com/title/tt0065542/
tt6294706,tvSeries,The Chi,The Chi,0,2018,\N,Drama,7.4,4499,The Chi (2018– ),https://www.imdb.com/title/tt6294706/
tt1620950,tvSeries,The Chicago Code,The Chicago Code,0,2011,2011,Action Crime Drama,7.7,7907,The Chicago Code (2011),https://www.imdb.com/title/tt1620950/
tt0456396,movie,The Child,L'enfant,0,2005,\N,Crime Drama Romance,7.5,17999,The Child (2005),https://www.imdb.com/title/tt0456396/
tt6040662,movie,The Children Act,The Children Act,0,2017,\N,Drama,6.7,11695,The Children Act (2017),https://www.imdb.com/title/tt6040662/
tt0889588,movie,The Children of Huang Shi,The Children of Huang Shi,0,2008,\N,Drama War,7.0,9326,The Children of Huang Shi (2008),https://www.imdb.com/title/tt0889588/
tt0167926,movie,The Children of the Marshland,Les enfants du marais,0,1999,\N,Comedy Drama,7.4,2793,The Children of the Marshland (1999),https://www.imdb.com/title/tt0167926/
tt0054743,movie,The Children's Hour,The Children's Hour,0,1961,\N,Drama Romance,7.8,14931,The Children's Hour (1961),https://www.imdb.com/title/tt0054743/
tt7215388,movie,The China Hustle,The China Hustle,0,2017,\N,Documentary,7.2,3258,The China Hustle (2017),https://www.imdb.com/title/tt7215388/
tt0078966,movie,The China Syndrome,The China Syndrome,0,1979,\N,Drama Thriller,7.4,27824,The China Syndrome (1979),https://www.imdb.com/title/tt0078966/
tt0092752,movie,The Chipmunk Adventure,The Chipmunk Adventure,0,1987,\N,Adventure Animation Comedy,7.2,5151,The Chipmunk Adventure (1987),https://www.imdb.com/title/tt0092752/
tt3797868,movie,The Choice,The Choice,0,2016,\N,Drama Romance,6.6,36209,The Choice (2016),https://www.imdb.com/title/tt3797868/
tt0372824,movie,The Chorus,Les choristes,0,2004,\N,Comedy Drama Music,7.9,58380,The Chorus (2004),https://www.imdb.com/title/tt0372824/
tt9471404,tvSeries,The Chosen,The Chosen,0,2017,\N,Drama History,9.7,15915,The Chosen (2017– ),https://www.imdb.com/title/tt9471404/
tt0783494,tvMovie,The Christmas Card,The Christmas Card,0,2006,\N,Drama Romance,7.0,3595,The Christmas Card (2006– ),https://www.imdb.com/title/tt0783494/
tt2990140,movie,The Christmas Chronicles,The Christmas Chronicles,0,2018,\N,Adventure Comedy Family,7.0,62955,The Christmas Chronicles (2018),https://www.imdb.com/title/tt2990140/
tt3626180,tvMovie,The Christmas Secret,The Christmas Secret,0,2014,\N,Drama Family Romance,7.3,2684,The Christmas Secret (2014– ),https://www.imdb.com/title/tt3626180/
